Investigation.Type,Location,Abbreviation,Country,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,LAFAYETTE,IN,United States,Substantial,MOONEY,M20E,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,COUGAR,WA,United States,Substantial,ARROW FALCON EXPORTERS,OH-58+,1.0,Turbo Shaft,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,OPA LOCKA,FL,United States,Substantial,CESSNA,C208B,1.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC
Accident,Garberville,CA,United States,Destroyed,CESSNA,340,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC
Accident,Chino,CA,United States,Destroyed,BEECH,A100,2.0,Turbo Prop,Executive/corporate,2.0,0.0,0.0,1.0,IMC
Accident,LOOP CITY,NE,United States,Substantial,AIR TRACTOR,AT-502,1.0,Turbo Shaft,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,SUGAR LAND,TX,United States,Substantial,GULFSTREAM AEROSPACE,G-IV,2.0,Turbo Fan,Business,0.0,0.0,0.0,8.0,VMC
Accident,CALEXICO,CA,United States,Substantial,AYRES,S2R-G1,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,YUMA,AZ,United States,Substantial,HILLER,UH-12E,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,AUGUSTA,GA,United States,Substantial,PIPER,PA-28R-200,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,VMC
Accident,Soledad,CA,United States,Destroyed,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,BATTLE MOUNTAIN,NV,United States,Substantial,PIAGGIO AERO INDUSTRIES S.P.A.,Avanti P-180,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,IMC
Accident,Salmon,ID,United States,Destroyed,BEECH,200,2.0,Turbo Prop,Executive/corporate,2.0,0.0,0.0,2.0,IMC
Accident,Brunswick,GA,United States,Substantial,BEECH,A36,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,Fenner,NY,United States,Substantial,ROBINSON,R44 II,1.0,Reciprocating,Business,0.0,1.0,0.0,3.0,IMC
Accident,Hereford,TX,United States,Substantial,BEECH,58P,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Brawley,CA,United States,Substantial,BELL,OH-58A,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Carefree,AZ,United States,Substantial,CESSNA,P210N,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Leesburg,VA,United States,Substantial,BEECHCRAFT,390,2.0,Turbo Fan,Business,0.0,0.0,0.0,2.0,VMC
Accident,Kayenta,AZ,United States,Substantial,RAYTHEON AIRCRAFT COMPANY,1900D,2.0,Turbo Prop,Executive/corporate,0.0,3.0,2.0,15.0,IMC
Accident,Cumberland,MD,United States,Substantial,BEECH,A36,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC
Accident,Stuart,FL,United States,Substantial,CESSNA,525B,2.0,Turbo Fan,Business,0.0,0.0,0.0,2.0,VMC
Accident,Oxnard,CA,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Back Gate,AR,United States,Substantial,AIR TRACTOR,AT602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,New Albany,MS,United States,Substantial,PIPER,PA32,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Genesee,ID,United States,Substantial,GULFSTREAM-SCHWEIZER,G-164B,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Colfax,WA,United States,Substantial,GRUMMAN-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Dayton,WA,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Blythe,CA,United States,Substantial,AYRES,S2R-600,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Waverly,OH,United States,Substantial,MCDONNELL DOUGLAS,600N,1.0,Turbo Shaft,Executive/corporate,0.0,2.0,0.0,0.0,VMC
Accident,Benson,AZ,United States,Substantial,BEECH,95-B55,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC
Accident,Paducah,TX,United States,Substantial,PIPER,PA-28-180,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Quinton,OK,United States,Substantial,HILLER,UH-12E,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Colorado Spring,CO,United States,Substantial,"BOMBARDIER, INC.",CL-600-2B16,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,5.0,VMC
Accident,Coleman,TX,United States,Substantial,WEATHERLY,620B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,White Plains,NY,United States,Substantial,CESSNA,560XL,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,4.0,VMC
Accident,Angleton,TX,United States,Destroyed,GULFSTREAM-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Paragould,AR,United States,Substantial,AIR TRACTOR,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Kodiak,AK,United States,Substantial,CESSNA,180,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,Paris,TN,United States,Substantial,DRAGON FLY AVIATION,GT-500,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Mesa,AZ,United States,Destroyed,CARLTON M. CADWELL,Lancair IV-P,1.0,Reciprocating,Executive/corporate,3.0,0.0,0.0,0.0,VMC
Accident,Carlsbad,NM,United States,Substantial,AIR TRACTOR,AT-402,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Coaldale,NV,United States,Substantial,CESSNA,T210N,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,Waitsburg,WA,United States,Substantial,AIR TRACTOR,AT-502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Port Heiden,AK,United States,Substantial,CESSNA,560XL,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,6.0,VMC
Accident,New Lisbon,WI,United States,Substantial,PIPER,PA-25-235,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Mountain Grove,MO,United States,Substantial,PIPER,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,De Witt,AR,United States,Substantial,GRUMMAN-SCHWEIZER,G-164C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Butte City,CA,United States,Substantial,GRUMMAN,G-164,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Thomas,OK,United States,Substantial,PIPER,PA-36,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Austin,TX,United States,Substantial,ROBINSON HELICOPTER COMPANY,R22 MARINE,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Holtville,CA,United States,Substantial,"THRUSH AIRCRAFT, INC.",S-2R,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Wheatley,AR,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Nickerson,KS,United States,Destroyed,WEATHERLY,201B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Mumford,TX,United States,Substantial,AIR TRACTOR,401-0860,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,East Bernard,TX,United States,Substantial,GRUMMAN-SCHWEIZER,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,McDonald,KS,United States,Substantial,AYRES,S-2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Des Arc,AR,United States,Substantial,AYRES,S2R-T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Greenville,NC,United States,Substantial,CESSNA,421C,2.0,Reciprocating,Executive/corporate,0.0,1.0,0.0,1.0,VMC
Accident,Bend,OR,United States,Substantial,MKII CORPORATION,Lancair Legacy 2000,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Fall RiverMills,CA,United States,Substantial,PIPER CUB CRAFTERS,PA-18-150,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Lyons,KS,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Muscle Shoals,AL,United States,Substantial,AIR TRACTOR INC,AT-402B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Wilder,ID,United States,Substantial,GRUMMAN-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,O'Kean,AR,United States,Destroyed,GRUMMAN-SCHWEIZER,G-164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Garwood,TX,United States,Destroyed,AIR TRACTOR,AT-301A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Lodi,CA,United States,Substantial,PIPER,PA-36-375,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Pine Bluff,AR,United States,Substantial,AYRES,S2R-G6,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Montgomery,AL,United States,Substantial,TAYLORCRAFT AVIATION,F19,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC
Accident,Fresno,CA,United States,Substantial,"ARROW FALCON EXPORTERS, INC.",OH-58C,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Glenn's Ferry,ID,United States,Substantial,SNOW,S2C,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Bethany,MO,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Fullerton,CA,United States,Substantial,CESSNA,T206H,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Mullen,NE,United States,Substantial,BELL,47G-3B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Alexandria,MN,United States,Substantial,SMITH,Aerostar 601P,2.0,Reciprocating,Business,0.0,4.0,0.0,0.0,VMC
Accident,Stotesbury,MO,United States,Destroyed,GRUMMAN,G-164,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Colquitt,GA,United States,Substantial,ROCKWELL INTERNATIONAL,S-2R,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Clontarf,MN,United States,Destroyed,AERO COMMANDER,S2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Patterson,CA,United States,Substantial,GRUMMAN ACFT ENG,G-164B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Baton Rouge,LA,United States,Substantial,AYRES,S2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Port Edwards,WI,United States,Substantial,BELL,47G-3B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Pelham,GA,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Alturas,CA,United States,Substantial,SCHWEIZER,G-164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Shafter,CA,United States,Substantial,BELL,47G-3B-1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Kilbourne,IL,United States,Substantial,AYRES CORPORATION,S2R-G6,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Bovina,TX,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Carthage,IL,United States,Substantial,ROCKWELL,S2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Bryan,OH,United States,Substantial,EAGLE AIRCRAFT CO.,Eagle DW-1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Deerfield,KS,United States,Destroyed,AIR TRACTOR,AT-402B,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Esmond,ND,United States,Substantial,GRUMMAN,G-164D,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Petersburg,TX,United States,Substantial,PIPER,PA-36-285,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Lake Providence,LA,United States,Substantial,GRUMMAN,164A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Amberg,WI,United States,Substantial,ENSTROM,F28F,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Mayville,WI,United States,Minor,BELL,47G-4A,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Lafetyette,IN,United States,Substantial,BELL,47G-3B-2,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Clinton,IL,United States,Substantial,AYRES CORPORATION,S2R-T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Newport,AR,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Ambia,IN,United States,Substantial,AIR TRACTOR INC.,AT-301,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Lake View,IA,United States,Substantial,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Incident,Colorado Springs,CO,United States,Substantial,RAYTHEON COMPANY,COBRA,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Marion,IA,United States,Substantial,CESSNA,T188C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Veedersburg,IN,United States,Substantial,GRUMMAN,G-164A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Caldwell,ID,United States,Substantial,WSL PZL,Mielec,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Creston,IL,United States,Substantial,WEATHERLY,201B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Buffalo,ND,United States,Substantial,ROBINSON,R22 Beta,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Herreid,SD,United States,Substantial,AIR TRACTOR,301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Walsh,CO,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Salem,IA,United States,Substantial,GRUMMAN-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,St Paul,MN,United States,Substantial,MORANE-SAULNIER,MS-760/B,2.0,Turbo Jet,Business,0.0,0.0,0.0,1.0,VMC
Accident,Dexter,NM,United States,Substantial,AIR TRACTOR,AT-402,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Turton,SD,United States,Substantial,AIR TRACTOR,AT-802A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Gardner,FL,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Cosmos,MN,United States,Substantial,PIPER,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Ida Grove,IA,United States,Substantial,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Monticello,IA,United States,Substantial,AIR TRACTOR,AT-301B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Tunica,MS,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Marysville,OH,United States,Destroyed,BEECH,58TC,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Kenyon,MN,United States,Substantial,BELL,47G-3B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Incident,Jasper,TX,United States,Minor,RAYTHEON AIRCRAFT COMPANY,C90A,2.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,VMC
Accident,Cokato,MN,United States,Substantial,HILLER,UH-12E,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Luverne,MN,United States,Substantial,AIR TRACTOR,AT-400A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Morton,MS,United States,Substantial,AYRES,S2R-T15,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Hazelton,ID,United States,Substantial,GRUMMAN ACFT ENG,G-164A,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Baltimore,MD,United States,Substantial,CESSNA,441,2.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,VMC
Accident,Camanche,IA,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Moab,UT,United States,Substantial,BEECH,A100,2.0,Turbo Prop,Executive/corporate,10.0,0.0,0.0,0.0,VMC
Accident,Wisner,LA,United States,Substantial,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Satartia,MS,United States,Substantial,AIR TRACTOR,AT-502,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Nielsville,MN,United States,Substantial,SCHWEIZER,G-164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Clarksdale,MS,United States,Substantial,SCHWEIZER AIRCRAFT CORP,G-164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Meeker,CO,United States,Substantial,AIR TRACTOR,AT-802A,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Ridgedale,MO,United States,Destroyed,ROBINSON,R44 II,1.0,Reciprocating,Executive/corporate,2.0,0.0,0.0,0.0,VMC
Accident,Pantego,NC,United States,Substantial,GULFSTREAM-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Uvalde,TX,United States,Substantial,ROCKWELL INTERNATIONAL,S-2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Atkinson,NE,United States,Substantial,WEATHERLY,620B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Eutaw,AL,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Oakland,CA,United States,Substantial,CESSNA,T210N,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Naruna,VA,United States,Substantial,HILLER,UH-12E,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Patterson,LA,United States,Substantial,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,New York,NY,United States,Substantial,SIKORSKY,S-76C,2.0,Turbo Shaft,Executive/corporate,0.0,0.0,0.0,6.0,VMC
Accident,Silverton,TX,United States,Substantial,PIPER,PA-36-285,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Mesa,AZ,United States,Substantial,CESSNA,421C,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC
Accident,San Manuel,AZ,United States,Substantial,PIPER,PA-22-135,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Mountain Home,ID,United States,Substantial,WSK PZL MIELEC,M-18A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Mena,AR,United States,Substantial,CESSNA,177RG,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC
Incident,Philadelphia,PA,United States,Minor,DEHAVILLAND,DHC-8-311,2.0,Turbo Prop,Business,0.0,0.0,0.0,38.0,VMC
Accident,Indian Head,MD,United States,Substantial,MOONEY,M20R,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Bloomington,IN,United States,Substantial,BEECH,E35,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Whites Creek,TN,United States,Destroyed,BEECH,95-B55 (T4,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC
Accident,Fillmore,UT,United States,Substantial,HUGHES,369HS,1.0,Turbo Shaft,Business,0.0,0.0,0.0,1.0,VMC
Accident,Rock River,WY,United States,Substantial,BEECH,B60,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC
Accident,Rocksprings,TX,United States,Substantial,BEECH,C90,2.0,Turbo Prop,Business,1.0,0.0,0.0,0.0,VMC
Accident,Osceola County,FL,United States,Substantial,BELL,OH-58C,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Dinuba,CA,United States,Substantial,AIR TRACTOR,AT-502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Sheridan,WY,United States,Substantial,CESSNA,210,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Lewistown,MO,United States,Substantial,BEECHCRAFT,390,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,4.0,VMC
Accident,Clovis,NM,United States,Substantial,SOCATA,TBM 700,1.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,VMC
Accident,Beaver,UT,United States,Substantial,AIR TRACTOR INC,AT-301,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Flagstaff,AZ,United States,Substantial,CESSNA,205,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC
Accident,Ferriday,LA,United States,Substantial,SCHWEIZER AIRCRAFT CORP,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Buttonwillow,CA,United States,Substantial,SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Milliken,CO,United States,Substantial,BELL,222,2.0,Turbo Shaft,Executive/corporate,0.0,0.0,0.0,2.0,VMC
Accident,Casper,WY,United States,Substantial,GATES LEARJET CORPORATION,Learjet 55,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,4.0,VMC
Accident,Prescott,AZ,United States,Substantial,ROBINSON HELICOPTER COMPANY,R22,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Ville Platte,LA,United States,Substantial,AIR TRACTOR INC,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Salt Lake City,UT,United States,Substantial,CESSNA,550,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,3.0,VMC
Accident,Cove,OR,United States,Substantial,AYRES,S2R-T34,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Pinehurst,GA,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Mayfield Village,OH,United States,Destroyed,CIRRUS DESIGN CORP,SR22,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC
Accident,Patterson,LA,United States,Substantial,CESSNA,A185F,1.0,Reciprocating,Executive/corporate,0.0,2.0,0.0,0.0,VMC
Accident,Arvin,CA,United States,Substantial,BELL,OH-58A,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Colfax,WA,United States,Substantial,GRUMMAN,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Marysville,CA,United States,Substantial,AYRES CORPORATION,S2R-T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Iowa,LA,United States,Destroyed,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Lisse,TX,United States,Substantial,AIR TRACTOR,AT502,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Monroe,LA,United States,Substantial,AYRES CORPORATION,S-2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Charleston,MO,United States,Substantial,AIR TRACTOR,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Tacoma,WA,United States,Substantial,CESSNA,185E,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC
Accident,Bald Eagle,PA,United States,Substantial,AYRES CORPORATION,S2R-G1,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,DeWitt,AR,United States,Substantial,WSK PZL MIELEC,M-18A,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Robbins,CA,United States,Substantial,AYRES CORPORATION,S2R-T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Mendota,IL,United States,Substantial,AIR TRACTOR INC.,AT-502,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Kyle,TX,United States,Substantial,BELL,47G,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Rock Springs,MT,United States,Substantial,CESSNA,T188C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Kingstree,SC,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Sellersburg,IN,United States,Substantial,CESSNA,550,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,3.0,VMC
Accident,San Marcos,TX,United States,Substantial,BELL,47G,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Stringtown,OK,United States,Substantial,HILLER,UH-12E,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,IMC
Accident,Bridgeport,CT,United States,Substantial,PILATUS AIRCRAFT LTD,PC-12/47,1.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,7.0,IMC
Accident,Cordova,IL,United States,Destroyed,AERO COMMANDER,S2R,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
